3136
18,197,56
23,179,121
24,159,83
26,214,198
27,144,126
58,164,149
61,188,139
64,128,231
65,67,205
91,223,94
94,145,234
94,237,114
150,194,192
158,295,175
255,271,296
1800,19700,5600
2300,17900,12100
2400,15900,8300
2600,21400,19800
2700,14400,12600
5800,16400,14900
6100,18800,13900
6400,12800,23100
6500,6700,20500
9100,22300,9400
9400,14500,23400
9400,23700,11400
15000,19400,19200
15800,29500,17500
25500,27100,29600
180000,1970000,560000
230000,1790000,1210000
240000,1590000,830000
260000,2140000,1980000
270000,1440000,1260000
580000,1640000,1490000
610000,1880000,1390000
640000,1280000,2310000
650000,670000,2050000
910000,2230000,940000
940000,1450000,2340000
940000,2370000,1140000
1500000,1940000,1920000
1580000,2950000,1750000
2550000,2710000,2960000
18000000,197000000,56000000
23000000,179000000,121000000
24000000,159000000,83000000
26000000,214000000,198000000
27000000,144000000,126000000
58000000,164000000,149000000
61000000,188000000,139000000
64000000,128000000,231000000
65000000,67000000,205000000
91000000,223000000,94000000
94000000,145000000,234000000
94000000,237000000,114000000
150000000,194000000,192000000
158000000,295000000,175000000
255000000,271000000,296000000
1800000000,19700000000,5600000000
2300000000,17900000000,12100000000
2400000000,15900000000,8300000000
2600000000,21400000000,19800000000
2700000000,14400000000,12600000000
5800000000,16400000000,14900000000
6100000000,18800000000,13900000000
6400000000,12800000000,23100000000
6500000000,6700000000,20500000000
9100000000,22300000000,9400000000
9400000000,14500000000,23400000000
9400000000,23700000000,11400000000
15000000000,19400000000,19200000000
15800000000,29500000000,17500000000
25500000000,27100000000,29600000000
180000000000,1970000000000,560000000000
230000000000,1790000000000,1210000000000
240000000000,1590000000000,830000000000
260000000000,2140000000000,1980000000000
270000000000,1440000000000,1260000000000
580000000000,1640000000000,1490000000000
610000000000,1880000000000,1390000000000
640000000000,1280000000000,2310000000000
650000000000,670000000000,2050000000000
910000000000,2230000000000,940000000000
940000000000,1450000000000,2340000000000
940000000000,2370000000000,1140000000000
1500000000000,1940000000000,1920000000000
1580000000000,2950000000000,1750000000000
2550000000000,2710000000000,2960000000000
18000000000000,197000000000000,56000000000000
23000000000000,179000000000000,121000000000000
24000000000000,159000000000000,83000000000000
26000000000000,214000000000000,198000000000000
27000000000000,144000000000000,126000000000000
58000000000000,164000000000000,149000000000000
61000000000000,188000000000000,139000000000000
64000000000000,128000000000000,231000000000000
65000000000000,67000000000000,205000000000000
91000000000000,223000000000000,94000000000000
94000000000000,145000000000000,234000000000000
94000000000000,237000000000000,114000000000000
150000000000000,194000000000000,192000000000000
158000000000000,295000000000000,175000000000000
255000000000000,271000000000000,296000000000000
1800000000000000,19700000000000000,5600000000000000
2300000000000000,17900000000000000,12100000000000000
2400000000000000,15900000000000000,8300000000000000
2600000000000000,21400000000000000,19800000000000000
2700000000000000,14400000000000000,12600000000000000
5800000000000000,16400000000000000,14900000000000000
6100000000000000,18800000000000000,13900000000000000
6400000000000000,12800000000000000,23100000000000000
6500000000000000,6700000000000000,20500000000000000
9100000000000000,22300000000000000,9400000000000000
9400000000000000,14500000000000000,23400000000000000
9400000000000000,23700000000000000,11400000000000000
15000000000000000,19400000000000000,19200000000000000
15800000000000000,29500000000000000,17500000000000000
25500000000000000,27100000000000000,29600000000000000
180000000000000000,1970000000000000000,560000000000000000
230000000000000000,1790000000000000000,1210000000000000000
240000000000000000,1590000000000000000,830000000000000000
260000000000000000,2140000000000000000,1980000000000000000
270000000000000000,1440000000000000000,1260000000000000000
580000000000000000,1640000000000000000,1490000000000000000
610000000000000000,1880000000000000000,1390000000000000000
640000000000000000,1280000000000000000,2310000000000000000
650000000000000000,670000000000000000,2050000000000000000
910000000000000000,2230000000000000000,940000000000000000
940000000000000000,1450000000000000000,2340000000000000000
940000000000000000,2370000000000000000,1140000000000000000
1500000000000000000,1940000000000000000,1920000000000000000
1580000000000000000,2950000000000000000,1750000000000000000
2550000000000000000,2710000000000000000,2960000000000000000
18000000000000000000,197000000000000000000,56000000000000000000
23000000000000000000,179000000000000000000,121000000000000000000
24000000000000000000,159000000000000000000,83000000000000000000
26000000000000000000,214000000000000000000,198000000000000000000
27000000000000000000,144000000000000000000,126000000000000000000
58000000000000000000,164000000000000000000,149000000000000000000
61000000000000000000,188000000000000000000,139000000000000000000
64000000000000000000,128000000000000000000,231000000000000000000
65000000000000000000,67000000000000000000,205000000000000000000
91000000000000000000,223000000000000000000,94000000000000000000
94000000000000000000,145000000000000000000,234000000000000000000
94000000000000000000,237000000000000000000,114000000000000000000
150000000000000000000,194000000000000000000,192000000000000000000
158000000000000000000,295000000000000000000,175000000000000000000
255000000000000000000,271000000000000000000,296000000000000000000
1800000000000000000000,19700000000000000000000,5600000000000000000000
2300000000000000000000,17900000000000000000000,12100000000000000000000
2400000000000000000000,15900000000000000000000,8300000000000000000000
2600000000000000000000,21400000000000000000000,19800000000000000000000
2700000000000000000000,14400000000000000000000,12600000000000000000000
5800000000000000000000,16400000000000000000000,14900000000000000000000
6100000000000000000000,18800000000000000000000,13900000000000000000000
6400000000000000000000,12800000000000000000000,23100000000000000000000
6500000000000000000000,6700000000000000000000,20500000000000000000000
9100000000000000000000,22300000000000000000000,9400000000000000000000
9400000000000000000000,14500000000000000000000,23400000000000000000000
9400000000000000000000,23700000000000000000000,11400000000000000000000
15000000000000000000000,19400000000000000000000,19200000000000000000000
15800000000000000000000,29500000000000000000000,17500000000000000000000
25500000000000000000000,27100000000000000000000,29600000000000000000000
180000000000000000000000,1970000000000000000000000,560000000000000000000000
230000000000000000000000,1790000000000000000000000,1210000000000000000000000
240000000000000000000000,1590000000000000000000000,830000000000000000000000
260000000000000000000000,2140000000000000000000000,1980000000000000000000000
270000000000000000000000,1440000000000000000000000,1260000000000000000000000
580000000000000000000000,1640000000000000000000000,1490000000000000000000000
610000000000000000000000,1880000000000000000000000,1390000000000000000000000
640000000000000000000000,1280000000000000000000000,2310000000000000000000000
650000000000000000000000,670000000000000000000000,2050000000000000000000000
910000000000000000000000,2230000000000000000000000,940000000000000000000000
940000000000000000000000,1450000000000000000000000,2340000000000000000000000
940000000000000000000000,2370000000000000000000000,1140000000000000000000000
1500000000000000000000000,1940000000000000000000000,1920000000000000000000000
1580000000000000000000000,2950000000000000000000000,1750000000000000000000000
2550000000000000000000000,2710000000000000000000000,2960000000000000000000000
18000000000000000000000000,197000000000000000000000000,56000000000000000000000000
23000000000000000000000000,179000000000000000000000000,121000000000000000000000000
24000000000000000000000000,159000000000000000000000000,83000000000000000000000000
26000000000000000000000000,214000000000000000000000000,198000000000000000000000000
27000000000000000000000000,144000000000000000000000000,126000000000000000000000000
58000000000000000000000000,164000000000000000000000000,149000000000000000000000000
61000000000000000000000000,188000000000000000000000000,139000000000000000000000000
64000000000000000000000000,128000000000000000000000000,231000000000000000000000000
65000000000000000000000000,67000000000000000000000000,205000000000000000000000000
91000000000000000000000000,223000000000000000000000000,94000000000000000000000000
94000000000000000000000000,145000000000000000000000000,234000000000000000000000000
94000000000000000000000000,237000000000000000000000000,114000000000000000000000000
150000000000000000000000000,194000000000000000000000000,192000000000000000000000000
158000000000000000000000000,295000000000000000000000000,175000000000000000000000000
255000000000000000000000000,271000000000000000000000000,296000000000000000000000000
1800000000000000000000000000,19700000000000000000000000000,5600000000000000000000000000
2300000000000000000000000000,17900000000000000000000000000,12100000000000000000000000000
2400000000000000000000000000,15900000000000000000000000000,8300000000000000000000000000
2600000000000000000000000000,21400000000000000000000000000,19800000000000000000000000000
2700000000000000000000000000,14400000000000000000000000000,12600000000000000000000000000
5800000000000000000000000000,16400000000000000000000000000,14900000000000000000000000000
6100000000000000000000000000,18800000000000000000000000000,13900000000000000000000000000
6400000000000000000000000000,12800000000000000000000000000,23100000000000000000000000000
6500000000000000000000000000,6700000000000000000000000000,20500000000000000000000000000
9100000000000000000000000000,22300000000000000000000000000,9400000000000000000000000000
9400000000000000000000000000,14500000000000000000000000000,23400000000000000000000000000
9400000000000000000000000000,23700000000000000000000000000,11400000000000000000000000000
15000000000000000000000000000,19400000000000000000000000000,19200000000000000000000000000
15800000000000000000000000000,29500000000000000000000000000,17500000000000000000000000000
25500000000000000000000000000,27100000000000000000000000000,29600000000000000000000000000
180000000000000000000000000000,1970000000000000000000000000000,560000000000000000000000000000
230000000000000000000000000000,1790000000000000000000000000000,1210000000000000000000000000000
240000000000000000000000000000,1590000000000000000000000000000,830000000000000000000000000000
260000000000000000000000000000,2140000000000000000000000000000,1980000000000000000000000000000
270000000000000000000000000000,1440000000000000000000000000000,1260000000000000000000000000000
580000000000000000000000000000,1640000000000000000000000000000,1490000000000000000000000000000
610000000000000000000000000000,1880000000000000000000000000000,1390000000000000000000000000000
640000000000000000000000000000,1280000000000000000000000000000,2310000000000000000000000000000
650000000000000000000000000000,670000000000000000000000000000,2050000000000000000000000000000
910000000000000000000000000000,2230000000000000000000000000000,940000000000000000000000000000
940000000000000000000000000000,1450000000000000000000000000000,2340000000000000000000000000000
940000000000000000000000000000,2370000000000000000000000000000,1140000000000000000000000000000
1500000000000000000000000000000,1940000000000000000000000000000,1920000000000000000000000000000
1580000000000000000000000000000,2950000000000000000000000000000,1750000000000000000000000000000
2550000000000000000000000000000,2710000000000000000000000000000,2960000000000000000000000000000
